# Jarvis Panorama -- PTEN m1 s2 2023-10-02 CSC1 panorama -- CSC1 -- 2-75 Hz -- 1,698 windows of 8 s every 1 s -- taken 2026-09-18T14:21:16
frequency_hz,power_uv2_per_hz
2.0,637.3354048975385
2.5,561.0774990290333
3.0,498.00848101538224
3.5,452.75284650664923
4.0,423.833029761399
4.5,396.21762370950967
5.0,349.6855368394455
5.5,234.32675072856492
6.0,151.44439874486952
6.5,102.78124891348692
7.0,77.67247057026066
7.5,63.17150516107056
8.0,54.655680213902784
8.5,49.789789351450246
9.0,45.76813957663764
9.5,42.00784601689962
10.0,39.33840992363822
10.5,36.62310369023565
11.0,34.63393352286971
11.5,31.26125635207731
12.0,29.244901646389234
12.5,26.555124162682173
13.0,25.848808490264908
13.5,25.881755236844253
14.0,24.400584102294943
14.5,22.945244325399862
15.0,21.42093327613966
15.5,21.20007740493174
16.0,20.86660142540816
16.5,20.95027262399628
17.0,20.94439399529909
17.5,19.89107894306546
18.0,19.001680611218514
18.5,17.9974075273494
19.0,18.368839314209406
19.5,17.810536636418135
20.0,17.75557800413591
20.5,17.473851519395915
21.0,18.068953683231843
21.5,17.3655140098658
22.0,17.093982771691785
22.5,17.09460856140686
23.0,16.899422576054736
23.5,16.774912975352
24.0,16.65475765414149
24.5,17.261494315043
25.0,18.08180880828829
25.5,18.139309778589283
26.0,17.167343523712937
26.5,16.548243982124177
27.0,16.722047407272136
27.5,17.08251352240349
28.0,16.755877339339005
28.5,16.60667320305076
29.0,17.106251269666146
29.5,17.32492323729915
30.0,17.696406508175716
30.5,17.730352084827686
31.0,17.101791042208465
31.5,16.716993748834494
32.0,15.765087852309543
32.5,15.925341930064954
33.0,16.305351506627957
33.5,15.837058534816409
34.0,16.0979948134556
34.5,16.052379698083474
35.0,15.522134769528753
35.5,15.732254573448154
36.0,14.973794721324692
36.5,14.972609330892544
37.0,15.373989747742193
37.5,14.08146537340507
38.0,13.396516469189475
38.5,13.520076422151726
39.0,13.60030314573611
39.5,13.828583607598956
40.0,13.776973409440593
40.5,13.870737246833945
41.0,13.867917664248099
41.5,13.25007787671522
42.0,12.140442139086685
42.5,11.733471364846222
43.0,11.710782091119007
43.5,11.29070530132421
44.0,10.626860208850935
44.5,10.40781991885215
45.0,10.48207958737943
45.5,9.957910768391748
46.0,9.650475648854908
46.5,10.049812454053809
47.0,10.436735945838196
47.5,11.655809426792906
48.0,9.920830997043828
48.5,10.452988301027492
49.0,8.420567964494744
49.5,7.992100595156519
50.0,7.648116570640799
50.5,7.371469836411559
51.0,7.865262155602546
51.5,8.711720141093785
52.0,8.37967126945814
52.5,7.974965523831616
53.0,6.3288535824027115
53.5,5.970842917365318
54.0,6.718768260899572
54.5,8.655371993626133
55.0,6.320578791438584
55.5,5.432881051310198
56.0,5.5605559327538705
56.5,5.392479349942418
57.0,5.168461647164372
57.5,5.420236481281277
58.0,5.188534422099343
58.5,4.983768186659794
59.0,4.803214046983779
59.5,4.644540450330135
60.0,4.505751469493027
60.5,4.385139801079148
61.0,4.2812476222044475
61.5,4.192833939981518
62.0,4.118847326865516
62.5,4.05840314220466
63.0,3.7440125436556126
63.5,3.5023313483758427
64.0,3.1711678983362224
64.5,2.993518462737805
65.0,2.843656879419686
65.5,2.741990820715154
66.0,2.6715557853977843
66.5,2.640326726977953
67.0,2.466660487606404
67.5,2.4121343236769692
68.0,2.3613795296264954
68.5,2.4110070735384617
69.0,2.284759877587959
69.5,2.109986685051754
70.0,2.1039690106094366
70.5,2.006108961172141
71.0,1.9333794724859579
71.5,1.866567189344362
72.0,1.9007731884566264
72.5,1.8375514010920613
73.0,1.8005896424208365
73.5,1.7392251060412875
74.0,1.7288179119209988
74.5,1.6859564120601618
75.0,1.643358114013776
